League,Team,Season,KEY,Player,Position,Appearances,Goals,Started,Started As A Sub,Came On,Taken Off,Own Goals,Type Of Goal,First Half,Second Half,First Scorer,Last Scorer,Home,Away,Right Foot,Left Foot,Header,Other Method,Open Play,Cross,Free Kick,Direct Free Kick,Throw In,Penalty,Corner,Other Type Of Play,Minutes played,Min/goal,Assists,% Assists,Leading Recipient,Recipient Goals,CS,% Clean Sheets,Hat Tricks,Yellow Cards,Yellow - First Half,Yellow - Second Half,Yellow - Home,Yellow - Away,Yelow - Minutes Played,Minutes per Yellow Cards,Sent Off,Straight Red Card,Two Yellow Cards,Red - First Half,Red - Second Half,Red - Home,Red - Away,Red - Minutes Played,Minutes per Red Cards
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Craig Dawson,Defender,28,2,28,1,0,1,0,Player,-,2,-,2,2,-,-,-,2,-,-,-,-,-,-,-,2,-,,,,,,,,,,6,-,6,2,4,2511,418.5,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Jonny Evans,Defender,28,2,26,3,2,4,1,Player,2,-,1,-,2,-,-,-,2,-,-,-,-,-,-,-,2,-,,,,,,,,,,7,4,3,4,3,2273,324.71,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Grzegorz Krychowiak,Midfielder,27,0,20,13,7,9,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,-,2,1642,821,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Chris Brunt,Midfielder,26,0,22,13,4,6,0,Player,,,,,,,,,,,,,,,,,,,,,7,23,Salomon Rondon,3,,,,5,1,4,3,2,1968,393.6,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Gareth Barry,Midfielder,25,1,22,3,3,6,0,Player,-,1,-,1,1,-,-,1,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,4,2,2,2,2,1926,481.5,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Hal Robson-Kanu,Forward,21,2,8,18,13,6,0,Player,1,1,2,1,1,1,1,-,1,-,1,1,-,-,-,-,-,-,,,,,,,,,,2,-,2,1,1,821,410.5,1,1,-,-,1,-,1,835,835
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Claudio Yacob,Midfielder,16,0,9,25,7,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,3,2,899,179.8,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Oliver Burke,Midfielder,13,0,2,23,11,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Sam Field,Midfielder,10,1,7,12,3,6,0,Player,-,1,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,-,,,,,,,,,,3,1,2,1,2,541,180.33,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Gareth McAuley,Defender,9,0,5,22,4,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Nacer Chadli,Midfielder,5,1,2,9,3,3,0,Player,-,1,1,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,,,,,,,,,,1,-,1,-,1,215,215,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,James Morrison,Midfielder,4,1,2,3,2,1,0,Player,-,1,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Boaz Myhill,Goalkeeper,1,0,1,37,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,-,1,-,1,90,90,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Rekeem Harper,Midfielder,1,0,0,5,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Jonathan Leko,Forward,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Kyle Jameson,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Alex Palmer,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Kane Wilson,Defender,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Ali Gabr,Defender,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Rayhaan Tulloch,Forward,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Max Melbourne,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Nathan Ferguson,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
